time_idx,center_cell,left_neighbor,right_neighbor,next_cell,neighborhood_class,local_density,local_current,method,x,y
35,1,0,0,0,2,0.33333334,1.0,pca,-0.1822318911166451,-0.17888708455025695
36,0,1,1,1,5,0.6666667,0.0,pca,0.39538806642774527,-0.0545361331049328
36,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
36,0,1,0,1,4,0.33333334,0.0,pca,-0.19627158225283348,0.10175782166580244
38,1,0,0,0,2,0.33333334,1.0,pca,-0.1019912133747976,-0.20667308490293476
39,0,0,1,0,1,0.33333334,0.0,pca,0.08841524610819673,0.2072847327300872
39,0,0,0,0,0,0.0,0.0,pca,-0.22509782341026524,0.27387383976469526
40,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
40,1,0,0,0,2,0.33333334,1.0,pca,-0.35194003481131064,-0.23687120392187674
41,1,0,0,0,2,0.33333334,1.0,pca,-0.0876812890280912,-0.21108442777204592
43,1,0,0,0,2,0.33333334,1.0,pca,-0.2208981328645649,-0.26594236869372434
45,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
45,0,1,1,1,5,0.6666667,0.0,pca,0.31524994897015735,0.016370196498303125
46,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
47,0,1,1,1,5,0.6666667,0.0,pca,0.33868465758764044,0.005422479344715653
48,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
48,0,0,0,0,0,0.0,0.0,pca,-0.15076371855295975,0.27172668971686975
49,0,1,1,1,5,0.6666667,0.0,pca,0.3386847171223123,0.0054225076647943515
49,0,1,1,1,5,0.6666667,0.0,pca,0.3152500146440018,0.016370212355725916
49,1,0,0,0,2,0.33333334,1.0,pca,-0.34209649996946284,-0.23057436713776644
50,0,1,1,1,5,0.6666667,0.0,pca,0.425281424861069,-0.04250238528006153
51,0,0,0,0,0,0.0,0.0,pca,-0.21134798936818433,0.31592063958766886
51,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
52,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685382974021,-0.2359647331555356
53,1,0,0,0,2,0.33333334,1.0,pca,-0.08250682794050809,-0.2359647543529845
53,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685251409715,-0.23596477401358992
53,0,0,0,0,0,0.0,0.0,pca,-0.15693945539032073,0.2881006721644052
53,0,0,1,0,1,0.33333334,0.0,pca,0.11479812806486908,0.22018668885320206
53,0,0,0,0,0,0.0,0.0,pca,-0.1507637343643009,0.2717267128010991
54,0,1,0,1,4,0.33333334,0.0,pca,0.0219789290547599,0.10045193966708002
55,0,0,0,0,0,0.0,0.0,pca,-0.2533581235990071,0.2266328454543594
55,0,1,1,1,5,0.6666667,0.0,pca,0.42528142457014106,-0.04250238996122632
55,0,0,1,0,1,0.33333334,0.0,pca,0.11479809763981366,0.22018667498471114
55,1,0,0,0,2,0.33333334,1.0,pca,-0.3568577919675907,-0.19078975726847083
56,0,1,0,1,4,0.33333334,0.0,pca,-0.08769702249002681,0.026457956581084546
57,0,1,1,1,5,0.6666667,0.0,pca,0.31524994897015735,0.016370196498303125
58,1,0,0,0,2,0.33333334,1.0,pca,-0.35193990089190147,-0.23687118099904572
58,0,0,0,0,0,0.0,0.0,pca,-0.1507637521013404,0.27172671060077164
59,0,1,1,1,5,0.6666667,0.0,pca,0.39538807780019014,-0.05453615300289763
59,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
59,0,0,1,0,1,0.33333334,0.0,pca,0.13192485266691797,0.2115290384173957
61,0,1,1,1,5,0.6666667,0.0,pca,0.42528146093658215,-0.042502421695742615
61,0,0,0,0,0,0.0,0.0,pca,-0.05393133115167642,0.30160558365916434
62,0,1,0,1,4,0.33333334,0.0,pca,-0.0876969844884074,0.02645794252030506
62,0,0,1,0,1,0.33333334,0.0,pca,0.08841519239766651,0.2072846385163847
62,1,0,0,0,2,0.33333334,1.0,pca,-0.2208981941420894,-0.26594240470847563
63,0,1,1,1,5,0.6666667,0.0,pca,0.3953880673526875,-0.05453614008750776
63,0,1,0,1,4,0.33333334,0.0,pca,-0.08769698523197408,0.026457946257122833
65,0,1,1,1,5,0.6666667,0.0,pca,0.3953880386561409,-0.0545361237521553
65,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
66,0,0,1,0,1,0.33333334,0.0,pca,0.11479811613173377,0.22018670561128276
66,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
68,0,0,0,0,0,0.0,0.0,pca,-0.18346634357059627,0.2792715300420773
68,1,0,0,0,2,0.33333334,1.0,pca,-0.2180602273115939,-0.24485605862052492
68,1,0,0,0,2,0.33333334,1.0,pca,-0.21921726027578572,-0.17686389299780927
69,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
69,0,0,1,0,1,0.33333334,0.0,pca,0.17819628332768725,0.17121967440658842
70,0,0,1,0,1,0.33333334,0.0,pca,0.1895800275706321,0.21531189218323132
70,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
71,0,1,1,1,5,0.6666667,0.0,pca,0.3152500301178286,0.016370187173748885
72,0,1,1,1,5,0.6666667,0.0,pca,0.39538806823240125,-0.05453613451288611
73,0,1,1,1,5,0.6666667,0.0,pca,0.4252814340805796,-0.04250240059144686
73,0,0,0,0,0,0.0,0.0,pca,-0.15076373599699275,0.2717267143915981
74,0,1,1,1,5,0.6666667,0.0,pca,0.39538804581188325,-0.054536161422398394
74,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
74,0,1,1,1,5,0.6666667,0.0,pca,0.4252813972016358,-0.042502372139297
74,0,0,1,0,1,0.33333334,0.0,pca,0.08841517905185581,0.2072846428158745
75,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
75,1,0,0,0,2,0.33333334,1.0,pca,-0.08250686247518838,-0.23596476360126065
76,0,1,1,1,5,0.6666667,0.0,pca,0.425281376067131,-0.042502416762333156
76,0,1,1,1,5,0.6666667,0.0,pca,0.39538805780654973,-0.05453612866070254
76,0,1,0,1,4,0.33333334,0.0,pca,0.021979025072608044,0.10045190254258521
77,0,1,1,1,5,0.6666667,0.0,pca,0.36455646564336397,0.009805789467922849
77,0,0,1,0,1,0.33333334,0.0,pca,0.088415207814421,0.20728468589874732
78,0,0,1,0,1,0.33333334,0.0,pca,0.18957994909228734,0.2153118805214014
78,0,1,1,1,5,0.6666667,0.0,pca,0.44451275184186034,-0.06022175506085356
79,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
80,1,0,0,0,2,0.33333334,1.0,pca,-0.08250686015724226,-0.23596478081505615
80,1,0,0,0,2,0.33333334,1.0,pca,-0.08250687012544941,-0.2359647423517666
81,0,1,1,1,5,0.6666667,0.0,pca,0.3953880607971759,-0.054536153844082585
81,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
81,1,0,0,0,2,0.33333334,1.0,pca,-0.08250689782417947,-0.2359647426494643
82,0,1,1,1,5,0.6666667,0.0,pca,0.395388071367886,-0.054536144203903875
82,0,1,1,1,5,0.6666667,0.0,pca,0.39538807346179217,-0.05453612066765298
83,0,0,1,0,1,0.33333334,0.0,pca,0.08841524515443522,0.2072847291745153
83,0,0,1,0,1,0.33333334,0.0,pca,0.11479813849119005,0.22018667207331108
83,0,1,0,1,4,0.33333334,0.0,pca,-0.15483056778946303,0.09456214696228163
84,0,0,0,0,0,0.0,0.0,pca,-0.18220485220160865,0.2632400097578009
85,1,0,0,0,2,0.33333334,1.0,pca,-0.08250682798479683,-0.23596475798239838
85,0,1,0,1,4,0.33333334,0.0,pca,-0.1396455898997018,0.10169464975865014
85,0,0,0,0,0,0.0,0.0,pca,-0.34776346004199954,0.2695058206750488
85,0,1,1,1,5,0.6666667,0.0,pca,0.3953880650091086,-0.0545361367142371
85,1,0,0,0,2,0.33333334,1.0,pca,-0.3612720518225336,-0.2104310954276896
87,1,0,0,0,2,0.33333334,1.0,pca,-0.2410722050369969,-0.15529027306294993
87,0,0,1,0,1,0.33333334,0.0,pca,0.1319247758433136,0.21152901109658223
88,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
88,0,1,1,1,5,0.6666667,0.0,pca,0.39538806948649785,-0.05453614521728159
89,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685190614085,-0.23596477540268904
90,0,1,1,1,5,0.6666667,0.0,pca,0.39538806438860497,-0.05453615424277744
90,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
90,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
91,0,1,1,1,5,0.6666667,0.0,pca,0.3953880653224485,-0.054536137698792814
91,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
92,0,1,0,1,4,0.33333334,0.0,pca,0.02197892241825322,0.10045190143979171
92,0,1,1,1,5,0.6666667,0.0,pca,0.3953880308191514,-0.054536140448341014
92,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
93,0,0,0,0,0,0.0,0.0,pca,-0.18346632256915363,0.2792715809264019
93,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
94,0,0,1,0,1,0.33333334,0.0,pca,0.178196334232351,0.17121967697351223
0,0,1,0,1,4,0.33333334,0.0,pca,-0.19627159150316903,0.1017577975430698
0,0,0,1,0,1,0.33333334,0.0,pca,0.24345864401932385,0.16634276605922874
0,0,0,1,0,1,0.33333334,0.0,pca,0.34457954011792047,0.17758506854082937
0,1,1,0,0,6,0.6666667,1.0,pca,-0.1226734682801227,-0.33983859185772025
0,0,0,0,0,0,0.0,0.0,pca,-0.02964871885562549,0.2944322682033155
1,0,0,1,0,1,0.33333334,0.0,pca,0.17819630783263565,0.1712197049945054
1,1,0,0,0,2,0.33333334,1.0,pca,-0.34209647772053586,-0.23057433952168646
1,1,0,1,1,3,0.6666667,0.0,pca,0.11955183494705376,-0.24603131716252438
3,0,1,0,1,4,0.33333334,0.0,pca,-0.19627158009207976,0.10175784005190669
3,1,0,0,0,2,0.33333334,1.0,pca,-0.08250684026856131,-0.23596477289046677
4,1,0,0,0,2,0.33333334,1.0,pca,-0.0876812673093301,-0.21108441088202853
4,0,1,0,1,4,0.33333334,0.0,pca,0.03306556972803129,0.08310856448940707
5,0,0,0,0,0,0.0,0.0,pca,-0.252929726550755,0.21129371362834692
5,0,0,1,0,1,0.33333334,0.0,pca,0.07057050849421867,0.21632476610382714
5,1,0,0,0,2,0.33333334,1.0,pca,-0.10199117657114018,-0.20667302080352398
6,0,0,0,0,0,0.0,0.0,pca,-0.2912200233405957,0.24556666739488717
7,0,0,1,0,1,0.33333334,0.0,pca,0.17819634418939648,0.17121969601318165
7,0,1,0,1,4,0.33333334,0.0,pca,-0.15782754048934516,0.11054735320899242
7,0,1,1,1,5,0.6666667,0.0,pca,0.34634192384859164,0.02698355454359247
7,1,0,0,0,2,0.33333334,1.0,pca,-0.21921726225091603,-0.17686394240717992
7,0,1,0,1,4,0.33333334,0.0,pca,0.03306556056406615,0.0831086571513183
8,0,1,1,1,5,0.6666667,0.0,pca,0.3386847238435786,0.005422485041971764
9,0,1,0,1,4,0.33333334,0.0,pca,-0.1578275111328152,0.1105473837168037
9,0,1,1,1,5,0.6666667,0.0,pca,0.39538808822018,-0.05453613569523788
9,0,1,1,1,5,0.6666667,0.0,pca,0.39538804094424573,-0.0545361514847382
9,0,1,1,1,5,0.6666667,0.0,pca,0.39538801896270814,-0.05453615531060538
10,0,1,1,1,5,0.6666667,0.0,pca,0.3689169372559383,0.016597420567881715
10,0,0,0,0,0,0.0,0.0,pca,-0.34776345718820845,0.269505777824783
10,1,0,0,0,2,0.33333334,1.0,pca,-0.22089822072747223,-0.2659424565517532
12,0,0,0,0,0,0.0,0.0,pca,-0.05393136674340657,0.3016056099213412
13,0,1,1,1,5,0.6666667,0.0,pca,0.3689169650436983,0.016597372756953277
13,0,1,1,1,5,0.6666667,0.0,pca,0.34634189511931635,0.026983537978699013
13,0,1,1,1,5,0.6666667,0.0,pca,0.3953880565706587,-0.05453614558667216
14,0,1,1,1,5,0.6666667,0.0,pca,0.36891690172980063,0.01659736254246791
15,1,0,0,0,2,0.33333334,1.0,pca,-0.08768126995789619,-0.21108437830083374
15,0,1,1,1,5,0.6666667,0.0,pca,0.4445126504542637,-0.0602217341924394
16,1,0,0,0,2,0.33333334,1.0,pca,-0.08250684297058036,-0.23596476097671584
16,1,0,0,0,2,0.33333334,1.0,pca,-0.0825068542145969,-0.23596477458421747
17,0,1,1,1,5,0.6666667,0.0,pca,0.3953880665708428,-0.05453613413516625
17,0,0,1,0,1,0.33333334,0.0,pca,0.2064631754444269,0.19811154883332036
18,0,0,1,0,1,0.33333334,0.0,pca,0.1781963209806959,0.17121970898185557
19,0,0,1,0,1,0.33333334,0.0,pca,0.17819629012116897,0.17121971859055424
19,0,0,0,0,0,0.0,0.0,pca,-0.0453483442409464,0.2842595779094016
19,0,1,0,1,4,0.33333334,0.0,pca,-0.09168657106638269,0.042670760907173116
20,0,1,0,1,4,0.33333334,0.0,pca,0.0330655548827809,0.08310860650281257
20,1,0,0,0,2,0.33333334,1.0,pca,-0.10687849701916123,-0.18208641132023437
21,1,0,0,0,2,0.33333334,1.0,pca,-0.33793100942185195,-0.21074064583900656
21,0,1,0,1,4,0.33333334,0.0,pca,-0.13006091308211054,0.03302308986135155
22,1,0,0,0,2,0.33333334,1.0,pca,-0.3612720419942368,-0.21043108875280128
22,1,0,0,0,2,0.33333334,1.0,pca,-0.22179134759308355,-0.15347950743254737
22,0,1,1,1,5,0.6666667,0.0,pca,0.39538810099148547,-0.054536132231008866
23,1,0,0,0,2,0.33333334,1.0,pca,-0.25997030929553366,-0.27556143536201216
23,0,1,1,1,5,0.6666667,0.0,pca,0.3953880725439398,-0.05453615653756019
23,0,1,1,1,5,0.6666667,0.0,pca,0.3689169440720913,0.016597375308329054
24,1,0,0,0,2,0.33333334,1.0,pca,-0.18545855827994337,-0.15551441596173357
24,1,0,0,0,2,0.33333334,1.0,pca,-0.22179135109555748,-0.15347954232847702
25,1,0,0,0,2,0.33333334,1.0,pca,-0.2599702880342178,-0.2755614954878224
26,0,0,1,0,1,0.33333334,0.0,pca,0.2064631459083093,0.19811152626040962
26,0,0,0,0,0,0.0,0.0,pca,-0.29122002279187953,0.24556671261929192
26,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
28,0,1,1,1,5,0.6666667,0.0,pca,0.33868459645949456,0.0054224866170510255
28,0,1,1,1,5,0.6666667,0.0,pca,0.39538806823240125,-0.05453613451288611
29,0,0,1,0,1,0.33333334,0.0,pca,0.2064631868104244,0.1981115311294914
29,0,0,0,0,0,0.0,0.0,pca,-0.18346635394563396,0.27927156775274664
30,0,1,1,1,5,0.6666667,0.0,pca,0.33868458647667565,0.00542247392101361
30,0,1,0,1,4,0.33333334,0.0,pca,0.03306559100223003,0.08310860604524611
30,1,0,0,0,2,0.33333334,1.0,pca,-0.0825068523774486,-0.2359647480390161
31,0,1,0,1,4,0.33333334,0.0,pca,-0.13006092613252926,0.03302311059956475
31,0,1,1,1,5,0.6666667,0.0,pca,0.39538806888014233,-0.05453614525010217
32,0,0,1,0,1,0.33333334,0.0,pca,0.1781963227908077,0.17121971974303732
33,0,0,1,0,1,0.33333334,0.0,pca,0.1781963587221229,0.17121970863353125
34,1,0,0,0,2,0.33333334,1.0,pca,-0.22089822072747223,-0.2659424565517532
35,1,0,0,0,2,0.33333334,1.0,pca,-0.08250694609104181,-0.23596482444826375
35,0,0,1,0,1,0.33333334,0.0,pca,0.17819638636172655,0.1712197079272239
35,0,1,0,1,4,0.33333334,0.0,pca,-0.19627154752663756,0.10175783572390978
35,0,1,0,1,4,0.33333334,0.0,pca,-0.13006093569125132,0.033023093714564966
37,0,1,1,1,5,0.6666667,0.0,pca,0.39538808628728195,-0.05453619905003723
38,0,1,1,1,5,0.6666667,0.0,pca,0.3689169138669526,0.01659734735343793
38,0,0,1,0,1,0.33333334,0.0,pca,0.13565540324164807,0.16614538258053405
38,0,1,1,1,5,0.6666667,0.0,pca,0.3953880023577655,-0.05453620073176843
39,0,1,1,1,5,0.6666667,0.0,pca,0.31524996075165224,0.016370173222917617
40,0,1,1,1,5,0.6666667,0.0,pca,0.39538809482800785,-0.05453614109859675
41,1,0,0,0,2,0.33333334,1.0,pca,-0.23825048749518665,-0.23749407878746562
45,1,0,0,0,2,0.33333334,1.0,pca,-0.08768127990707575,-0.2110844027606201
46,0,1,1,1,5,0.6666667,0.0,pca,0.3689169115470694,0.016597365340715514
46,0,1,1,1,5,0.6666667,0.0,pca,0.3953880180501729,-0.05453613268082955
46,1,0,0,0,2,0.33333334,1.0,pca,-0.23825049343032045,-0.23749409369061328
48,0,1,1,1,5,0.6666667,0.0,pca,0.44451269503986957,-0.06022178049491653
48,0,0,0,0,0,0.0,0.0,pca,-0.2529297194399155,0.21129375718509366
48,1,0,0,0,2,0.33333334,1.0,pca,-0.08250690343086747,-0.2359647820031964
49,0,0,0,0,0,0.0,0.0,pca,-0.0701858405891807,0.318943470920518
49,0,1,1,1,5,0.6666667,0.0,pca,0.42528134345068824,-0.04250240315952339
50,0,1,1,1,5,0.6666667,0.0,pca,0.3689169138669526,0.01659734735343793
50,0,0,0,0,0,0.0,0.0,pca,-0.29122002279187953,0.24556671261929192
50,0,0,0,0,0,0.0,0.0,pca,-0.18346632957072517,0.27927158109046785
51,1,0,0,0,2,0.33333334,1.0,pca,-0.1822319200876829,-0.1788871091441038
52,1,0,0,0,2,0.33333334,1.0,pca,-0.2599702960621047,-0.2755614160227575
53,0,1,1,1,5,0.6666667,0.0,pca,0.39538807255641106,-0.054536162153190154
53,0,0,0,0,0,0.0,0.0,pca,-0.18346633425491965,0.27927157369224404
53,0,1,1,1,5,0.6666667,0.0,pca,0.42528135128885913,-0.04250241856740247
53,0,1,1,1,5,0.6666667,0.0,pca,0.3953880208105497,-0.05453617800840374
54,0,0,0,0,0,0.0,0.0,pca,-0.16869932163128817,0.26159210667823923
54,1,0,0,0,2,0.33333334,1.0,pca,-0.08250684784957565,-0.23596476827308557
54,0,0,1,0,1,0.33333334,0.0,pca,0.2064631542950567,0.1981115431723504
54,0,1,0,1,4,0.33333334,0.0,pca,-0.13006091943775977,0.0330231325388958
55,0,0,0,0,0,0.0,0.0,pca,-0.25335813344117175,0.2266328705642745
55,1,0,0,0,2,0.33333334,1.0,pca,-0.0825068598410631,-0.23596476352218812
55,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
56,0,0,0,0,0,0.0,0.0,pca,-0.3477634095018104,0.26950580079613534
57,0,0,0,0,0,0.0,0.0,pca,-0.25335807452725145,0.22663285788543136
58,0,0,1,0,1,0.33333334,0.0,pca,0.20646317498529246,0.1981115753385606
58,1,0,0,0,2,0.33333334,1.0,pca,-0.3420965149731626,-0.23057444280808873
59,0,0,0,0,0,0.0,0.0,pca,-0.25335812822932996,0.22663285963073032
59,0,1,1,1,5,0.6666667,0.0,pca,0.39538802262771733,-0.054536181098718634
60,1,0,0,0,2,0.33333334,1.0,pca,-0.1019911954314857,-0.20667300360001237
60,1,0,0,0,2,0.33333334,1.0,pca,-0.18223193709371527,-0.17888712934913173
60,0,0,1,0,1,0.33333334,0.0,pca,0.11479813274570591,0.22018667303522124
60,0,1,1,1,5,0.6666667,0.0,pca,0.4252814101820347,-0.04250240550664183
60,0,0,1,0,1,0.33333334,0.0,pca,0.1921919219411183,0.15540433243901006
61,0,1,1,1,5,0.6666667,0.0,pca,0.3953880617959612,-0.054536147940650676
61,0,0,0,0,0,0.0,0.0,pca,-0.252929726550755,0.21129371362834692
62,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685053196191,-0.23596477286114179
63,0,1,0,1,4,0.33333334,0.0,pca,-0.19627159001717112,0.10175780461213899
63,0,0,1,0,1,0.33333334,0.0,pca,0.17819634074817256,0.17121969954350869
63,1,0,0,0,2,0.33333334,1.0,pca,-0.08250686299707474,-0.23596473699296208
64,0,1,1,1,5,0.6666667,0.0,pca,0.3953880628071126,-0.054536151517450865
65,1,0,0,0,2,0.33333334,1.0,pca,-0.08250686862689421,-0.23596475066811048
66,0,1,0,1,4,0.33333334,0.0,pca,0.03306559100223003,0.08310860604524611
67,0,1,1,1,5,0.6666667,0.0,pca,0.3953880238662355,-0.054536161831566204
68,1,0,0,0,2,0.33333334,1.0,pca,-0.08250685661896251,-0.23596476656591173
68,0,1,0,1,4,0.33333334,0.0,pca,0.033065550524996046,0.08310863751503614
68,0,1,0,1,4,0.33333334,0.0,pca,-0.1578275245056987,0.11054739597197205
69,0,0,0,0,0,0.0,0.0,pca,-0.3329455925541739,0.25996566153819367
69,0,1,1,1,5,0.6666667,0.0,pca,0.395388037060039,-0.054536177019513826
70,0,0,0,0,0,0.0,0.0,pca,-0.16869927789878988,0.26159213244234164
70,0,0,1,0,1,0.33333334,0.0,pca,0.20646315632457138,0.19811159516622873
