center_cell,left_neighbor,right_neighbor,next_cell,neighborhood_class,local_density,local_current,method,x,y
0,1,0,1,4,0.33333334,,pca,-0.614307607026891,0.25734885508551075
0,1,1,0,5,0.6666667,,pca,-0.6624437227517253,0.3319074108491551
0,1,0,1,4,0.33333334,,pca,-0.6376213978928832,0.2801532058265852
1,1,1,0,7,1.0,,pca,0.45308347941538063,0.5914501465317183
0,1,1,0,5,0.6666667,,pca,-0.6729419871796126,0.36197106926893174
1,0,0,1,2,0.33333334,,pca,0.5924883480766984,-0.2633326005651746
0,0,0,0,0,0.0,,pca,-0.5135468473624822,-0.4250233014788882
0,0,0,0,0,0.0,,pca,-0.46486078111015483,-0.5410045402203957
0,1,0,1,4,0.33333334,,pca,-0.6669028982477616,0.28332124785746515
1,0,0,1,2,0.33333334,,pca,0.5924721172658212,-0.25753612604255205
1,1,1,0,7,1.0,,pca,0.4729087604239962,0.5437170476678559
1,0,0,1,2,0.33333334,,pca,0.5759626800754144,-0.28201530006605
0,1,1,0,5,0.6666667,,pca,-0.699035264553329,0.40878338398026615
1,1,1,0,7,1.0,,pca,0.4480205695792392,0.39648265181500264
0,1,0,1,4,0.33333334,,pca,-0.5765288530375554,0.06161438047733303
1,1,0,0,6,0.6666667,,pca,0.45923521482389984,0.37369599553428934
0,1,1,0,5,0.6666667,,pca,-0.6408477795848337,0.5012727009435944
1,1,1,0,7,1.0,,pca,0.4250178444115374,0.4429261499203132
1,1,0,0,6,0.6666667,,pca,0.5123844423204016,0.32551336412623444
1,1,0,0,6,0.6666667,,pca,0.5114467023130345,0.2682286984626696
0,1,0,1,4,0.33333334,,pca,-0.5745681703928766,0.05450732551682824
1,0,0,1,2,0.33333334,,pca,0.6089686906961802,-0.23885735031950095
1,0,0,1,2,0.33333334,,pca,0.6089687709998889,-0.2388574130685408
1,0,0,1,2,0.33333334,,pca,0.5787707520270922,-0.35260223727129636
1,0,1,1,3,0.6666667,,pca,0.5811108686160508,-0.21356377694521778
1,0,1,1,3,0.6666667,,pca,0.6519736218983188,-0.2651248401331181
0,1,0,1,4,0.33333334,,pca,-0.6376213407635256,0.280153078337239
0,1,1,0,5,0.6666667,,pca,-0.6256721187641896,0.29274514819233755
0,1,0,1,4,0.33333334,,pca,-0.588138848974018,0.10239601151263322
0,0,0,0,0,0.0,,pca,-0.35520120733984006,-0.6558711640398112
1,1,1,0,7,1.0,,pca,0.491692082321871,0.5512462392492681
1,0,1,1,3,0.6666667,,pca,0.6248034657081405,-0.22400503636401548
0,0,1,1,1,0.33333334,,pca,-0.48748612716893924,-0.33709953509806667
1,1,0,0,6,0.6666667,,pca,0.5298178757609231,0.13891073584346514
0,0,0,0,0,0.0,,pca,-0.4683762591703332,-0.5743064048191208
1,0,0,1,2,0.33333334,,pca,0.6349341421476724,-0.46770703136918157
1,0,1,1,3,0.6666667,,pca,0.617818134016471,-0.31205620958658564
1,1,1,0,7,1.0,,pca,0.4611051787057716,0.31604199861986126
1,0,1,1,3,0.6666667,,pca,0.6214047389236603,-0.0673105058332839
0,1,0,1,4,0.33333334,,pca,-0.5920001648373451,0.2165590282646377
0,1,0,1,4,0.33333334,,pca,-0.588138816586247,0.10239592945121645
1,1,0,0,6,0.6666667,,pca,0.4972980301216751,0.31132805844773825
0,1,0,1,4,0.33333334,,pca,-0.6143076774152727,0.2573488159449677
1,1,1,0,7,1.0,,pca,0.4096865003559404,0.43261171272085175
0,0,1,1,1,0.33333334,,pca,-0.39422986997897025,-0.4029841228838036
1,1,1,0,7,1.0,,pca,0.4656333302118816,0.36491037976234386
0,0,1,1,1,0.33333334,,pca,-0.5302117332057648,-0.1506314354019891
0,1,1,0,5,0.6666667,,pca,-0.6147936152985276,0.264861355305269
1,1,0,0,6,0.6666667,,pca,0.45923517927923574,0.37369602411147196
0,1,0,1,4,0.33333334,,pca,-0.57456829987892,0.054507567152760394
0,0,0,0,0,0.0,,pca,-0.4843191030289624,-0.41070701930315423
0,1,1,0,5,0.6666667,,pca,-0.6381176738611521,0.46271422871876
0,1,1,0,5,0.6666667,,pca,-0.6256722261037186,0.2927452660366474
0,0,1,1,1,0.33333334,,pca,-0.45373892373733005,-0.14902621264499039
0,0,1,1,1,0.33333334,,pca,-0.5035165971761114,-0.17118476854186016
1,0,0,1,2,0.33333334,,pca,0.6089686897898905,-0.2388573176134664
1,0,1,1,3,0.6666667,,pca,0.6178181512970187,-0.3120562520628135
1,0,0,1,2,0.33333334,,pca,0.5753205395066782,-0.41287801779389777
1,0,1,1,3,0.6666667,,pca,0.5536937858957993,-0.16895872942598256
1,1,1,0,7,1.0,,pca,0.4264227174315288,0.398926727945371
0,1,0,1,4,0.33333334,,pca,-0.6376213925409031,0.28015321466950494
1,0,1,1,3,0.6666667,,pca,0.5481734760389496,-0.2606536670479237
0,1,0,1,4,0.33333334,,pca,-0.6208944562347709,0.22136160716290898
0,1,1,0,5,0.6666667,,pca,-0.675881516767858,0.5075345647171605
1,1,1,0,7,1.0,,pca,0.42501789421956837,0.44292615376442734
0,0,1,1,1,0.33333334,,pca,-0.3942298227569099,-0.40298424142706046
0,0,1,1,1,0.33333334,,pca,-0.3568521505046295,-0.3777410438776946
1,1,0,0,6,0.6666667,,pca,0.46869678155878286,0.3536891247668985
0,1,0,1,4,0.33333334,,pca,-0.5745682436651456,0.05450741691560457
1,0,1,1,3,0.6666667,,pca,0.5461136363156632,-0.21554377747314846
0,1,1,0,5,0.6666667,,pca,-0.6599124844150471,0.2943038535645093
1,0,0,1,2,0.33333334,,pca,0.6352528879991124,-0.30273611775367104
0,1,1,0,5,0.6666667,,pca,-0.6599125482806042,0.2943038234723634
1,0,0,1,2,0.33333334,,pca,0.5924883421802436,-0.2633325185125529
1,1,1,0,7,1.0,,pca,0.4729086660233788,0.543717270707863
0,1,1,0,5,0.6666667,,pca,-0.6599125061037958,0.2943038362597079
0,1,1,0,5,0.6666667,,pca,-0.6624437133518034,0.3319072209981233
1,1,0,0,6,0.6666667,,pca,0.5442035218569246,0.15306597037262026
0,1,0,1,4,0.33333334,,pca,-0.6435051959385192,0.2608239797748364
0,1,0,1,4,0.33333334,,pca,-0.5745681993091105,0.054507422514733506
0,0,0,0,0,0.0,,pca,-0.4949540826180532,-0.39309741828510003
0,0,0,0,0,0.0,,pca,-0.5231719084090994,-0.40792152491109956
0,1,1,0,5,0.6666667,,pca,-0.6575313663621429,0.4952627066093469
1,1,1,0,7,1.0,,pca,0.49169217147747846,0.5512459817924384
1,0,0,1,2,0.33333334,,pca,0.6520542043861044,-0.284038458985856
0,0,0,0,0,0.0,,pca,-0.384552681917533,-0.6682973143357496
1,1,1,0,7,1.0,,pca,0.46110540908182623,0.31604167423043394
0,1,1,0,5,0.6666667,,pca,-0.6758815144617651,0.5075343930123559
1,0,1,1,3,0.6666667,,pca,0.5481733449454462,-0.2606535342383661
0,1,0,1,4,0.33333334,,pca,-0.5437817284589671,-0.014682056128699772
0,0,0,0,0,0.0,,pca,-0.35520127256619183,-0.6558711808294362
1,1,0,0,6,0.6666667,,pca,0.5442034721534794,0.1530659421606848
1,0,0,1,2,0.33333334,,pca,0.6520542606041799,-0.2840383982623079
0,1,0,1,4,0.33333334,,pca,-0.6208944748539511,0.2213615907420483
1,0,0,1,2,0.33333334,,pca,0.5787707779263058,-0.35260226350664015
1,1,0,0,6,0.6666667,,pca,0.5039704406962268,0.16899864045952961
1,0,0,1,2,0.33333334,,pca,0.673898332007054,-0.45351950221677806
0,0,0,0,0,0.0,,pca,-0.5366187853221238,-0.36649963731450885
1,0,1,1,3,0.6666667,,pca,0.5536938283980182,-0.16895866938433413
1,0,1,1,3,0.6666667,,pca,0.617818134016471,-0.31205620958658564
1,0,1,1,3,0.6666667,,pca,0.6551022328447311,-0.11049943532240092
0,1,1,0,5,0.6666667,,pca,-0.6130476141960604,0.2273885149146444
0,0,0,0,0,0.0,,pca,-0.5380454834507986,-0.3995086134613187
1,0,1,1,3,0.6666667,,pca,0.5481734221290352,-0.26065367503336023
0,0,0,0,0,0.0,,pca,-0.5366187097210617,-0.36649967867175703
1,1,0,0,6,0.6666667,,pca,0.5022857898318912,0.21175994399146547
0,0,1,1,1,0.33333334,,pca,-0.3568522062528078,-0.37774101831279727
1,1,0,0,6,0.6666667,,pca,0.4592352115000434,0.37369596786046344
1,0,0,1,2,0.33333334,,pca,0.6349341463253408,-0.46770704355806425
0,1,0,1,4,0.33333334,,pca,-0.5881387948566037,0.10239602436401918
1,0,1,1,3,0.6666667,,pca,0.6214047183973792,-0.06731043794132074
0,0,1,1,1,0.33333334,,pca,-0.3920867562740269,-0.4231918225675959
0,0,0,0,0,0.0,,pca,-0.5231718492960328,-0.4079216158198017
1,0,0,1,2,0.33333334,,pca,0.6352529223920915,-0.30273614429168183
1,1,1,0,7,1.0,,pca,0.4916919702342262,0.5512463256531257
1,0,1,1,3,0.6666667,,pca,0.6519735881260318,-0.26512471441347174
1,1,1,0,7,1.0,,pca,0.4858410375816739,0.5008711550443308
0,0,0,0,0,0.0,,pca,-0.48431923052272263,-0.4107069994395459
1,0,1,1,3,0.6666667,,pca,0.5536938277868675,-0.16895866887265476
1,0,1,1,3,0.6666667,,pca,0.553693816695755,-0.16895862631295533
1,1,1,0,7,1.0,,pca,0.4729087151208228,0.5437170704544461
1,1,1,0,7,1.0,,pca,0.4225045674019222,0.35005634129886687
1,1,0,0,6,0.6666667,,pca,0.4686967436019987,0.3536893387246447
0,0,0,0,0,0.0,,pca,-0.5259457862755501,-0.38516909587506165
0,0,1,1,1,0.33333334,,pca,-0.4533468013870505,-0.29067169647575686
1,1,1,0,7,1.0,,pca,0.46563341403895847,0.36491023003023804
1,0,0,1,2,0.33333334,,pca,0.6520542617747993,-0.28403848463207226
1,0,1,1,3,0.6666667,,pca,0.624803479963606,-0.22400499805016427
0,1,0,1,4,0.33333334,,pca,-0.5450630661548562,-0.008007292290611812
1,1,0,0,6,0.6666667,,pca,0.5123844422110346,0.3255132475671345
1,1,0,0,6,0.6666667,,pca,0.5298178495099066,0.138910982321089
0,1,0,1,4,0.33333334,,pca,-0.6435051647559037,0.26082399780330334
1,1,1,0,7,1.0,,pca,0.48584109188801666,0.5008711248748474
1,1,0,0,6,0.6666667,,pca,0.49519231219690835,0.23420138452188555
1,0,1,1,3,0.6666667,,pca,0.6519735403539454,-0.26512477557214453
0,0,1,1,1,0.33333334,,pca,-0.4874861385727788,-0.3370995370024348
1,1,0,0,6,0.6666667,,pca,0.5177976424258675,0.18350536721375765
1,1,1,0,7,1.0,,pca,0.4959680848251302,0.4782564179073354
1,1,1,0,7,1.0,,pca,0.46110528820044905,0.3160417267530926
0,1,0,1,4,0.33333334,,pca,-0.5881388103613138,0.10239593292680627
1,0,1,1,3,0.6666667,,pca,0.5536938781448857,-0.1689587315043496
0,1,1,0,5,0.6666667,,pca,-0.6599125775275184,0.2943040059547466
1,1,1,0,7,1.0,,pca,0.4264226769837174,0.39892686616669626
1,1,1,0,7,1.0,,pca,0.4629461755164984,0.5650586234285795
0,0,1,1,1,0.33333334,,pca,-0.5035167245110836,-0.17118458186853935
1,0,0,1,2,0.33333334,,pca,0.6738983663339212,-0.45351946493388706
1,0,0,1,2,0.33333334,,pca,0.6135765630565234,-0.29818023460195564
1,0,0,1,2,0.33333334,,pca,0.6212682595633756,-0.4347970298062439
0,1,1,0,5,0.6666667,,pca,-0.6147935825517494,0.2648614497138595
1,0,0,1,2,0.33333334,,pca,0.6520541086004084,-0.2840384878152562
0,1,1,0,5,0.6666667,,pca,-0.6624435906351247,0.3319072038102664
1,1,1,0,7,1.0,,pca,0.4264226414257284,0.3989268083832409
1,1,1,0,7,1.0,,pca,0.4916920406278428,0.5512462271832239
0,0,0,0,0,0.0,,pca,-0.38455258893683897,-0.6682972860808742
0,0,0,0,0,0.0,,pca,-0.38013384683577256,-0.6377889932222711
1,1,1,0,7,1.0,,pca,0.4096864612397032,0.43261157017907337
0,1,0,1,4,0.33333334,,pca,-0.5577471183412216,0.03173299575988353
1,1,1,0,7,1.0,,pca,0.4959681005207507,0.4782564522772814
1,1,0,0,6,0.6666667,,pca,0.5270675772846807,0.2826341616932371
1,0,0,1,2,0.33333334,,pca,0.6089686662276862,-0.23885744885428972
1,0,0,1,2,0.33333334,,pca,0.6130095468418133,-0.3978992335604118
1,1,0,0,6,0.6666667,,pca,0.5039704492630278,0.16899870575963694
1,0,0,1,2,0.33333334,,pca,0.5973739259273998,-0.3171099996455897
1,1,1,0,7,1.0,,pca,0.49169210378897066,0.5512462563600482
0,1,0,1,4,0.33333334,,pca,-0.5920000038127116,0.21655900166431685
1,0,0,1,2,0.33333334,,pca,0.5628524353723701,-0.3773829032059971
0,0,0,0,0,0.0,,pca,-0.3552012224518646,-0.6558712026089744
0,0,0,0,0,0.0,,pca,-0.5366187614079544,-0.36649977412733703
1,1,1,0,7,1.0,,pca,0.46563339123875064,0.36491020713832034
1,0,0,1,2,0.33333334,,pca,0.5753206144486533,-0.4128779409306511
1,0,0,1,2,0.33333334,,pca,0.6385471443722475,-0.41108656998978454
1,1,1,0,7,1.0,,pca,0.5020147903752696,0.5285723492917707
0,0,0,0,0,0.0,,pca,-0.4648608302109589,-0.5410044661007528
1,1,0,0,6,0.6666667,,pca,0.4773091544333754,0.24315578543309235
1,1,0,0,6,0.6666667,,pca,0.5177977155787832,0.18350547297832787
1,0,1,1,3,0.6666667,,pca,0.5461136371420772,-0.2155438348340052
0,0,1,1,1,0.33333334,,pca,-0.4874860683435409,-0.3370995322336535
1,0,1,1,3,0.6666667,,pca,0.6551022040992049,-0.11049931067866026
0,0,0,0,0,0.0,,pca,-0.38455258798028613,-0.6682974247861935
0,0,0,0,0,0.0,,pca,-0.5231718798965219,-0.40792156736469065
1,1,1,0,7,1.0,,pca,0.3865291085834079,0.4787469514456164
0,0,1,1,1,0.33333334,,pca,-0.4807104000304141,-0.12986177401787125
1,1,0,0,6,0.6666667,,pca,0.47295891977505433,0.33116100758075917
1,0,0,1,2,0.33333334,,pca,0.6352529036226326,-0.30273598141864455
0,1,0,1,4,0.33333334,,pca,-0.6114231385646604,0.12613295543647207
0,0,1,1,1,0.33333334,,pca,-0.3942298372106372,-0.40298433368565223
0,0,0,0,0,0.0,,pca,-0.3801338370873364,-0.6377889761003823
1,1,1,0,7,1.0,,pca,0.5020147482489341,0.5285722513417599
1,1,0,0,6,0.6666667,,pca,0.5039704187521343,0.16899866845474687
0,1,0,1,4,0.33333334,,pca,-0.574568223979308,0.05450742598265301
0,1,0,1,4,0.33333334,,pca,-0.6376213506690209,0.28015310062032484
0,1,0,1,4,0.33333334,,pca,-0.6669029067036801,0.2833214225820424
0,1,0,1,4,0.33333334,,pca,-0.6143076607256993,0.2573488273065392
1,0,1,1,3,0.6666667,,pca,0.5481734529319953,-0.2606536387989721
1,0,1,1,3,0.6666667,,pca,0.6161544386669929,-0.2703004060986234
0,1,0,1,4,0.33333334,,pca,-0.6376213727182376,0.28015322325806125
1,0,0,1,2,0.33333334,,pca,0.652054203590454,-0.28403839972680767
0,1,0,1,4,0.33333334,,pca,-0.5745682606678607,0.054507593430697554
0,0,1,1,1,0.33333334,,pca,-0.49208228107453855,-0.31305761832241696
1,0,1,1,3,0.6666667,,pca,0.6178181230630682,-0.3120564267178251
1,1,1,0,7,1.0,,pca,0.3865290788389674,0.47874706316802373
1,0,0,1,2,0.33333334,,pca,0.6212682525079941,-0.43479700178390157
0,1,0,1,4,0.33333334,,pca,-0.5919999715357941,0.21655879902712738
0,0,0,0,0,0.0,,pca,-0.43871511240823513,-0.5626912242296681
0,0,1,1,1,0.33333334,,pca,-0.5302117373677858,-0.1506313569148482
0,0,1,1,1,0.33333334,,pca,-0.503516736382273,-0.17118467157591144
0,1,0,1,4,0.33333334,,pca,-0.5948790796566583,0.22317615852005113
0,0,0,0,0,0.0,,pca,-0.5231718338422804,-0.4079215605794595
0,1,1,0,5,0.6666667,,pca,-0.672942161491473,0.3619709939981486
1,0,0,1,2,0.33333334,,pca,0.5924882347077645,-0.2633324674518831
0,0,1,1,1,0.33333334,,pca,-0.3920868445629666,-0.423191926288376
0,1,0,1,4,0.33333334,,pca,-0.5450631470814731,-0.008007185760616098
0,1,1,0,5,0.6666667,,pca,-0.6729422441506691,0.36197126260904056
1,0,1,1,3,0.6666667,,pca,0.553693797611575,-0.16895865897791218
1,0,0,1,2,0.33333334,,pca,0.5753204668257332,-0.4128778596264173
1,0,1,1,3,0.6666667,,pca,0.6132796895946653,-0.115496980496397
1,0,0,1,2,0.33333334,,pca,0.6352528703494128,-0.30273602788507803
0,0,0,0,0,0.0,,pca,-0.3552012479370057,-0.6558711633030063
1,0,1,1,3,0.6666667,,pca,0.6248034650349406,-0.2240050127920481
0,0,1,1,1,0.33333334,,pca,-0.3942298184252382,-0.40298411026453707
0,0,0,0,0,0.0,,pca,-0.46925346475044627,-0.5782258667227447
0,0,0,0,0,0.0,,pca,-0.5279088497390786,-0.41753649712747143
0,0,0,0,0,0.0,,pca,-0.3864403702346251,-0.6697672017274713
1,1,1,0,7,1.0,,pca,0.4858410908381069,0.5008711403275847
1,0,0,1,2,0.33333334,,pca,0.621268265334505,-0.4347969769271244
0,0,1,1,1,0.33333334,,pca,-0.498196816273777,-0.11212244111461112
0,0,0,0,0,0.0,,pca,-0.5231719140747807,-0.4079215848001455
0,1,0,1,4,0.33333334,,pca,-0.5437819334603674,-0.014681970228854535
0,0,1,1,1,0.33333334,,pca,-0.45334698221120795,-0.29067134727580957
0,0,0,0,0,0.0,,pca,-0.355201179670383,-0.6558711378265387
0,1,1,0,5,0.6666667,,pca,-0.6758814881745084,0.5075343806115307
1,1,0,0,6,0.6666667,,pca,0.5123843596010859,0.325513498141186
0,1,1,0,5,0.6666667,,pca,-0.6840297686431666,0.5626473860509615
1,0,0,1,2,0.33333334,,pca,0.5753206042268775,-0.41287785550052325
1,1,1,0,7,1.0,,pca,0.44802051785583374,0.3964827715717607
1,1,1,0,7,1.0,,pca,0.42501774246822854,0.4429262162288512
0,1,1,0,5,0.6666667,,pca,-0.6729421589205089,0.36197093188012297
1,0,0,1,2,0.33333334,,pca,0.5628523922424269,-0.3773828962900142
1,0,1,1,3,0.6666667,,pca,0.6519736602676873,-0.26512478684341356
0,1,0,1,4,0.33333334,,pca,-0.5919999814709018,0.21655870956214884
0,0,0,0,0,0.0,,pca,-0.5135468367428315,-0.42502330086191575
0,0,0,0,0,0.0,,pca,-0.38644042208352447,-0.6697670517904611
0,1,1,0,5,0.6666667,,pca,-0.6130475726224138,0.2273883799053753
1,0,0,1,2,0.33333334,,pca,0.5628524833546729,-0.3773829498960426
1,0,1,1,3,0.6666667,,pca,0.6519736395495221,-0.265124730243128
1,1,0,0,6,0.6666667,,pca,0.477309050283507,0.24315605016376596
0,1,1,0,5,0.6666667,,pca,-0.6147936608404062,0.26486151141663195
0,1,0,1,4,0.33333334,,pca,-0.5745681840099156,0.05450732992309315
0,0,0,0,0,0.0,,pca,-0.5366187598853027,-0.3664996729016614
1,0,1,1,3,0.6666667,,pca,0.6445153730492345,-0.152846853810227
0,1,1,0,5,0.6666667,,pca,-0.6624436320392817,0.331907129582919
1,1,0,0,6,0.6666667,,pca,0.5039703956383714,0.16899865450288254
0,1,1,0,5,0.6666667,,pca,-0.6585736133029293,0.5152911281119321
1,0,1,1,3,0.6666667,,pca,0.5461136799229765,-0.21554371668660843
0,1,1,0,5,0.6666667,,pca,-0.6511840012223692,0.3394640888184992
0,0,0,0,0,0.0,,pca,-0.35520120899217467,-0.6558711561742154
1,1,1,0,7,1.0,,pca,0.40968652420760776,0.432611667156821
1,0,0,1,2,0.33333334,,pca,0.6385471063806221,-0.4110866699783521
1,0,0,1,2,0.33333334,,pca,0.6130094607183092,-0.39789915386357944
1,0,1,1,3,0.6666667,,pca,0.5536937809011331,-0.1689587403126399
0,0,0,0,0,0.0,,pca,-0.46925348402633604,-0.5782258215248578
1,0,0,1,2,0.33333334,,pca,0.5973739621460619,-0.3171101032027347
0,0,1,1,1,0.33333334,,pca,-0.48753334762288514,-0.19650039596336988
0,0,0,0,0,0.0,,pca,-0.5135467609765979,-0.42502341221703677
1,0,1,1,3,0.6666667,,pca,0.6161544666543054,-0.27030020678227884
0,0,0,0,0,0.0,,pca,-0.5259457859602846,-0.3851690876104592
0,0,0,0,0,0.0,,pca,-0.5380454465016574,-0.3995086506353661
0,0,0,0,0,0.0,,pca,-0.5259457852341752,-0.3851690958774815
0,0,0,0,0,0.0,,pca,-0.5366187624829157,-0.36649966919184807
0,0,0,0,0,0.0,,pca,-0.4692535098294486,-0.5782257624761459
0,0,1,1,1,0.33333334,,pca,-0.48753334046294006,-0.19650044168487824
1,1,1,0,7,1.0,,pca,0.4858410383141308,0.500870985735208
0,0,0,0,0,0.0,,pca,-0.538045498766068,-0.3995086813522515
1,1,0,0,6,0.6666667,,pca,0.5298177797182131,0.13891103736694999
1,1,0,0,6,0.6666667,,pca,0.5177976298443185,0.18350548163807368
1,1,1,0,7,1.0,,pca,0.4656333301866319,0.36491038275727505
1,1,1,0,7,1.0,,pca,0.4530836259120866,0.5914500589680145
0,1,1,0,5,0.6666667,,pca,-0.6990352961897351,0.4087834950798994
0,0,1,1,1,0.33333334,,pca,-0.487533236368464,-0.196500752340674
0,1,0,1,4,0.33333334,,pca,-0.545063111839551,-0.008007317657670265
0,1,1,0,5,0.6666667,,pca,-0.6575312262531859,0.49526263072113474
1,0,0,1,2,0.33333334,,pca,0.6212682340296627,-0.4347970017423092
0,1,0,1,4,0.33333334,,pca,-0.57456817117574,0.054507308630547646
0,1,1,0,5,0.6666667,,pca,-0.675881381076171,0.5075344361631242
0,1,0,1,4,0.33333334,,pca,-0.5450631405239835,-0.008007199102325169
1,1,0,0,6,0.6666667,,pca,0.49729801283734926,0.3113282153569581
0,0,0,0,0,0.0,,pca,-0.48431920744868573,-0.41070710666760524
1,1,0,0,6,0.6666667,,pca,0.4699812356759337,0.2658305642437899
1,0,0,1,2,0.33333334,,pca,0.613009547897396,-0.39789919300657606
1,0,0,1,2,0.33333334,,pca,0.5759625905979338,-0.28201526978937896
1,1,1,0,7,1.0,,pca,0.4225045925459522,0.35005621184022284
1,1,1,0,7,1.0,,pca,0.4611052555410152,0.3160418947033026
1,1,1,0,7,1.0,,pca,0.5020148050333904,0.5285724016819457
1,0,1,1,3,0.6666667,,pca,0.6784883575942096,-0.10409172579037573
0,1,1,0,5,0.6666667,,pca,-0.6624436757956871,0.3319071480312705
0,1,0,1,4,0.33333334,,pca,-0.5577470732762279,0.03173286924690211
1,0,0,1,2,0.33333334,,pca,0.6352529257151601,-0.302736135611378
0,0,0,0,0,0.0,,pca,-0.3864403875249177,-0.6697670840418235
1,1,1,0,7,1.0,,pca,0.4916920510064777,0.5512464090403575
0,1,0,1,4,0.33333334,,pca,-0.6376213459553652,0.28015304239396355
0,1,0,1,4,0.33333334,,pca,-0.5437818759700879,-0.014681829692852366
0,1,1,0,5,0.6666667,,pca,-0.6575313251272119,0.4952625492927558
1,0,0,1,2,0.33333334,,pca,0.6385470809569219,-0.41108652562129633
0,1,1,0,5,0.6666667,,pca,-0.6575312572294055,0.4952625686346732
1,0,0,1,2,0.33333334,,pca,0.6349342455621669,-0.46770703727208873
0,0,1,1,1,0.33333334,,pca,-0.5131023894436539,-0.17735630159684623
1,0,1,1,3,0.6666667,,pca,0.6519736210210275,-0.26512474320418267
1,0,0,1,2,0.33333334,,pca,0.6385470608973212,-0.4110866717830499
1,0,1,1,3,0.6666667,,pca,0.6161544992524692,-0.27030025849366834
0,1,1,0,5,0.6666667,,pca,-0.6758815294787188,0.5075343927144518
0,0,0,0,0,0.0,,pca,-0.35520127903198007,-0.6558711382560934
1,0,0,1,2,0.33333334,,pca,0.621268281700015,-0.4347970328092067
0,0,0,0,0,0.0,,pca,-0.46486089182994994,-0.5410044073948965
1,0,0,1,2,0.33333334,,pca,0.6349341143361926,-0.4677070273932534
1,0,1,1,3,0.6666667,,pca,0.5536937849530126,-0.16895867941443277
1,1,1,0,7,1.0,,pca,0.4656333393173343,0.3649103748302924
0,1,1,0,5,0.6666667,,pca,-0.6381176400137546,0.46271400830543286
0,0,1,1,1,0.33333334,,pca,-0.48753334713397134,-0.1965005759989884
1,0,1,1,3,0.6666667,,pca,0.6444407750634724,-0.061902069330830756
1,0,1,1,3,0.6666667,,pca,0.6445153492423564,-0.1528467213897945
0,1,1,0,5,0.6666667,,pca,-0.6147936227636409,0.26486145598469557
0,1,1,0,5,0.6666667,,pca,-0.6624436270406925,0.33190735414235784
1,1,1,0,7,1.0,,pca,0.4656334419444148,0.3649104026545731
1,1,0,0,6,0.6666667,,pca,0.47295892123168104,0.3311607818001645
1,0,0,1,2,0.33333334,,pca,0.5759625645577195,-0.28201527827343464
1,0,1,1,3,0.6666667,,pca,0.6551021891763872,-0.11049948347159044
1,0,0,1,2,0.33333334,,pca,0.6520541535312085,-0.28403843072287294
0,1,0,1,4,0.33333334,,pca,-0.614307622696946,0.2573488290293411
0,0,0,0,0,0.0,,pca,-0.5366186450554608,-0.36649977399446976
1,1,0,0,6,0.6666667,,pca,0.5123844247798315,0.3255133694150094
0,0,1,1,1,0.33333334,,pca,-0.5302117289747298,-0.15063127270204757
