radius,mse,r2,train_n,test_n
0,0.0006651809737573666,0.941658761276983,16000,4000
1,6.34525131332067e-05,0.9944347502975482,16000,4000
2,2.8433803313462767e-05,0.9975061473909217,16000,4000
3,2.3127424002154947e-05,0.9979715556848588,16000,4000
