center_cell,left_neighbor,right_neighbor,next_cell,neighborhood_class,local_density,local_current,method,x,y
0,1,0,1,4,0.33333334,,pca,-0.3420275815334814,-0.02835457808925157
0,1,0,1,4,0.33333334,,pca,-0.3852062124412212,-0.07187047843468874
1,1,1,0,7,1.0,,pca,0.2649797713869382,-0.07368944900049573
1,0,0,1,2,0.33333334,,pca,0.10994014662980722,-0.348364790454861
1,0,0,1,2,0.33333334,,pca,0.26761054924596794,-0.20036133575126308
0,0,0,0,0,0.0,,pca,-0.21583699502962528,0.002650088410368845
1,1,0,0,6,0.6666667,,pca,0.40103548762457375,0.08073208786816222
0,0,0,0,0,0.0,,pca,-0.21786173164925782,0.07385024536976292
0,0,0,0,0,0.0,,pca,-0.3567110147529474,-0.16897716760054016
0,1,0,1,4,0.33333334,,pca,-0.2616387205900344,0.08657191408641429
0,1,0,1,4,0.33333334,,pca,-0.4002928811676614,-0.08584975881042517
0,0,0,0,0,0.0,,pca,-0.22944550566793365,-0.009118341196992286
0,1,1,1,5,0.6666667,,pca,-0.09181973175866531,0.3911674558333782
1,1,1,0,7,1.0,,pca,0.2649797465855315,-0.07368940179359779
0,1,0,1,4,0.33333334,,pca,-0.25904711208507303,0.08585426417649888
0,0,1,1,1,0.33333334,,pca,-0.3143801399073455,-0.03457014759069743
1,1,0,0,6,0.6666667,,pca,0.4010354699253841,0.0807319739132526
0,0,0,0,0,0.0,,pca,-0.18191334301363826,0.10710839029616681
1,0,1,0,3,0.6666667,,pca,0.3582878325639186,-0.011068311971075717
1,0,1,0,3,0.6666667,,pca,0.25366163251823826,-0.08631049515346167
0,1,0,1,4,0.33333334,,pca,-0.4002929239224235,-0.08584976539704059
1,0,1,0,3,0.6666667,,pca,0.3436410049604771,0.021137491645119022
0,1,0,1,4,0.33333334,,pca,-0.3843765061820103,-0.06985180698658733
0,1,1,1,5,0.6666667,,pca,-0.22895894945330797,0.22583316835744027
1,0,0,1,2,0.33333334,,pca,0.26761066882970763,-0.20036125735572335
0,0,0,0,0,0.0,,pca,-0.2931711126041137,-0.03704789233293626
1,1,1,0,7,1.0,,pca,0.3920030703037537,0.0999421135539239
1,1,1,0,7,1.0,,pca,0.42710900250950246,0.13732104286163427
0,1,1,1,5,0.6666667,,pca,-0.09181970233869696,0.3911674900632459
0,0,1,1,1,0.33333334,,pca,-0.2910869368149962,-0.022915729716380007
0,0,1,1,1,0.33333334,,pca,-0.2910869400923895,-0.02291574068514879
1,1,0,0,6,0.6666667,,pca,0.33625767349803815,0.03207423952778954
0,0,0,0,0,0.0,,pca,-0.19788709280309624,0.09057341259959739
1,1,0,0,6,0.6666667,,pca,0.47446774185534146,0.13911265263358819
0,0,1,1,1,0.33333334,,pca,-0.358666800938036,-0.08879868804745805
1,1,1,0,7,1.0,,pca,0.2334054706619002,-0.09819316240379428
0,0,0,0,0,0.0,,pca,-0.1978869768294853,0.09057341736005953
0,0,1,1,1,0.33333334,,pca,-0.3195967655338061,-0.04400829603484835
0,1,1,1,5,0.6666667,,pca,-0.3560241768928538,-0.001973190211570608
1,1,0,0,6,0.6666667,,pca,0.4010355275159242,0.08073209155243544
1,0,1,0,3,0.6666667,,pca,0.44410997208072256,0.10185297379277547
1,1,1,0,7,1.0,,pca,0.4102377834350416,0.09374333475411278
0,1,0,1,4,0.33333334,,pca,-0.3843765688825696,-0.06985181012047481
0,0,0,0,0,0.0,,pca,-0.25478459991882685,-0.020949829715710022
0,0,0,0,0,0.0,,pca,-0.35671105399670106,-0.16897715091040844
0,1,1,1,5,0.6666667,,pca,-0.09181985490883637,0.3911673704924372
0,0,1,1,1,0.33333334,,pca,-0.3195968142118008,-0.044008329434943816
0,0,1,1,1,0.33333334,,pca,-0.31959680777218014,-0.044008274487691734
0,0,0,0,0,0.0,,pca,-0.21036906137325595,0.08853783066744769
0,1,1,1,5,0.6666667,,pca,-0.09181966372825667,0.3911674240606413
0,0,0,0,0,0.0,,pca,-0.35127599342773713,-0.14040214415107793
0,0,0,0,0,0.0,,pca,-0.2931710714411816,-0.037047921488361446
0,0,0,0,0,0.0,,pca,-0.21786175778856154,0.0738502410559928
0,1,0,1,4,0.33333334,,pca,-0.12553425802458396,0.2834211882694406
1,1,1,0,7,1.0,,pca,0.3082152014370104,-0.04817331417408044
0,1,0,1,4,0.33333334,,pca,-0.29553647521518644,0.07484638542249489
1,1,0,0,6,0.6666667,,pca,0.3807158420168607,0.05665344516367232
0,1,1,1,5,0.6666667,,pca,-0.09181980866702832,0.39116740920573334
0,0,0,0,0,0.0,,pca,-0.21786175065370528,0.07385026267407879
0,0,0,0,0,0.0,,pca,-0.32423868112036125,-0.08937554814354576
0,1,1,1,5,0.6666667,,pca,-0.2306684820691569,0.21403463341141993
0,0,0,0,0,0.0,,pca,-0.3567110976330207,-0.16897721714596464
1,1,1,0,7,1.0,,pca,0.27905238929865306,-0.013666013550225342
1,1,1,0,7,1.0,,pca,0.30821525646038916,-0.04817341059735192
0,0,1,1,1,0.33333334,,pca,-0.16175529390702237,0.1870295263292604
0,1,0,1,4,0.33333334,,pca,-0.3843766162411651,-0.06985181291520692
0,0,1,1,1,0.33333334,,pca,-0.3195968269702692,-0.04400831524841431
1,1,0,0,6,0.6666667,,pca,0.27152445728881813,-0.08649041921569373
1,0,1,0,3,0.6666667,,pca,0.33537525040013916,0.018583731846203544
1,1,0,0,6,0.6666667,,pca,0.4010353719760683,0.08073193712029181
0,0,0,0,0,0.0,,pca,-0.18191336714196737,0.10710829054766025
1,1,1,0,7,1.0,,pca,0.4743273416601276,0.2163808173314693
0,1,0,1,4,0.33333334,,pca,-0.4002928176168984,-0.08584981898258737
0,1,1,1,5,0.6666667,,pca,-0.09181967454742268,0.39116743081424765
0,0,0,0,0,0.0,,pca,-0.10495985693037513,0.18281353080536566
1,1,1,0,7,1.0,,pca,0.4576006563261835,0.22123111526368233
0,0,0,0,0,0.0,,pca,-0.266516526419545,-0.05088266842652467
1,0,1,0,3,0.6666667,,pca,0.15079482885973727,-0.2320933398408075
0,1,0,1,4,0.33333334,,pca,-0.30344014228489635,0.05780150155469499
0,0,0,0,0,0.0,,pca,-0.215836977666353,0.0026501207574948227
1,0,1,0,3,0.6666667,,pca,0.30650696608402883,-0.05093277933234497
0,1,1,1,5,0.6666667,,pca,-0.09077649490127115,0.40220448994468083
0,1,1,1,5,0.6666667,,pca,-0.23066855543358655,0.21403448702056938
0,0,1,1,1,0.33333334,,pca,-0.2910869188062942,-0.022915747909268536
1,0,1,0,3,0.6666667,,pca,0.24534959317083616,-0.08930735266830364
0,1,0,1,4,0.33333334,,pca,-0.4002928891510312,-0.08584975925597521
1,1,0,0,6,0.6666667,,pca,0.38071576239430593,0.05665340944796993
1,0,1,0,3,0.6666667,,pca,0.4441100201281577,0.10185300154367227
1,1,1,0,7,1.0,,pca,0.2649796470278486,-0.07368947649691882
0,1,1,1,5,0.6666667,,pca,-0.22078095584545054,0.17153862314868784
0,1,0,1,4,0.33333334,,pca,-0.23361849116496952,0.13798628525416423
0,0,0,0,0,0.0,,pca,-0.16156825098747574,0.1239783281383442
1,0,1,0,3,0.6666667,,pca,0.25366171935124826,-0.08631043277762973
1,0,0,1,2,0.33333334,,pca,0.29804585095371816,-0.17899111949522828
0,1,1,1,5,0.6666667,,pca,-0.21195067700154313,0.24491796241871233
0,0,0,0,0,0.0,,pca,-0.14156979046325946,0.1486696872682578
1,0,1,0,3,0.6666667,,pca,0.3436411908420688,0.021137560754711737
1,0,0,1,2,0.33333334,,pca,0.10994013053859963,-0.3483647544206927
0,1,1,1,5,0.6666667,,pca,-0.23066854608888743,0.21403444276385475
0,1,0,1,4,0.33333334,,pca,-0.41488307226910326,-0.09970151925443393
1,1,0,0,6,0.6666667,,pca,0.40103541745875837,0.08073194233153025
1,1,0,0,6,0.6666667,,pca,0.3564264739917883,0.0558437033324195
0,0,1,1,1,0.33333334,,pca,-0.09264080271122899,0.300185051281298
1,1,0,0,6,0.6666667,,pca,0.24419703456972908,-0.09341141838164208
0,1,0,1,4,0.33333334,,pca,-0.4002928331675282,-0.08584973137187907
0,0,1,1,1,0.33333334,,pca,-0.2253469680001433,0.0793249789246363
1,0,1,0,3,0.6666667,,pca,0.45250028150974597,0.10461808077526968
1,0,0,1,2,0.33333334,,pca,0.08165708533510074,-0.357233890366647
1,0,1,0,3,0.6666667,,pca,0.2756020969896126,-0.06028331977894513
0,1,1,1,5,0.6666667,,pca,-0.09181970025787556,0.3911674494310915
0,0,0,0,0,0.0,,pca,-0.16156827827426012,0.12397826294129921
1,1,1,0,7,1.0,,pca,0.3082153251581271,-0.04817331138932013
0,0,0,0,0,0.0,,pca,-0.2178617280646874,0.07385021860232599
1,0,0,1,2,0.33333334,,pca,0.08756254064424229,-0.35233570008715
0,0,0,0,0,0.0,,pca,-0.3638861617823366,-0.15273579748317717
0,0,0,0,0,0.0,,pca,-0.3051259333778321,-0.07374156833309525
0,0,0,0,0,0.0,,pca,-0.3431290681349113,-0.15723614971006517
1,0,0,1,2,0.33333334,,pca,0.1437489239779256,-0.3141045918833568
0,1,1,1,5,0.6666667,,pca,-0.07183585494610345,0.4363164358468955
1,0,1,0,3,0.6666667,,pca,0.48322521025563925,0.13509479718812178
0,0,0,0,0,0.0,,pca,-0.2716671521298192,-0.026145431204207426
1,1,1,0,7,1.0,,pca,0.27632748567526566,-0.07311183240858632
0,1,0,1,4,0.33333334,,pca,-0.37894282236701227,-0.06784348787437477
0,0,1,1,1,0.33333334,,pca,-0.3195968138802009,-0.044008243402343994
1,0,0,1,2,0.33333334,,pca,0.12672539790725146,-0.3470926842923191
0,0,1,1,1,0.33333334,,pca,-0.23281423152090414,0.11356877825647915
1,1,0,0,6,0.6666667,,pca,0.38071571299092477,0.056653377858053466
0,1,0,1,4,0.33333334,,pca,-0.24378899327863357,0.11633586442916011
1,1,1,0,7,1.0,,pca,0.45760063007174734,0.22123119298076344
0,0,1,1,1,0.33333334,,pca,-0.31959683491919,-0.04400828827156722
0,1,0,1,4,0.33333334,,pca,-0.41488307300970717,-0.09970152254226339
1,0,1,0,3,0.6666667,,pca,0.34364115847193866,0.0211376323333069
1,0,0,1,2,0.33333334,,pca,0.23771859998358835,-0.20955010887902414
0,0,1,1,1,0.33333334,,pca,-0.1919183951183956,0.16465242362149834
0,0,0,0,0,0.0,,pca,-0.3567110494579731,-0.168977161017267
0,1,0,1,4,0.33333334,,pca,-0.3034402291766578,0.0578014208039902
0,0,0,0,0,0.0,,pca,-0.21786173739251846,0.07385026706720632
1,1,1,0,7,1.0,,pca,0.27632749759428943,-0.07311184375835794
1,1,0,0,6,0.6666667,,pca,0.4010353660188243,0.08073195606142547
0,1,0,1,4,0.33333334,,pca,-0.4002928084502425,-0.08584968250421343
0,0,1,1,1,0.33333334,,pca,-0.16175540505608288,0.18702950245961347
0,1,1,1,5,0.6666667,,pca,-0.09077640106129492,0.40220458187957675
0,0,0,0,0,0.0,,pca,-0.285775023525844,-0.022235144601520762
0,1,1,1,5,0.6666667,,pca,-0.09181969712699689,0.3911674110135993
0,0,0,0,0,0.0,,pca,-0.2158369834620616,0.002650079166338637
1,1,0,0,6,0.6666667,,pca,0.4010353660188243,0.08073195606142547
0,1,0,1,4,0.33333334,,pca,-0.3852061916441614,-0.07187046566876626
1,1,1,0,7,1.0,,pca,0.30821520941529446,-0.048173409728013206
1,1,0,0,6,0.6666667,,pca,0.289210035002751,-0.04653136776989841
0,1,1,1,5,0.6666667,,pca,-0.35602421250401123,-0.0019731430121248117
1,0,0,1,2,0.33333334,,pca,0.12672540790498277,-0.34709266062871186
1,1,0,0,6,0.6666667,,pca,0.40103549179734055,0.08073209057380482
0,1,0,1,4,0.33333334,,pca,-0.34049758862009327,-0.028988425066034385
1,1,1,0,7,1.0,,pca,0.2176743047565992,-0.11786988054184383
0,1,1,1,5,0.6666667,,pca,-0.22592230548813141,0.1609878821662052
1,1,0,0,6,0.6666667,,pca,0.4479603800408841,0.10923918622964113
0,0,0,0,0,0.0,,pca,-0.29317107307270984,-0.037047948967921296
0,0,1,1,1,0.33333334,,pca,-0.31959682465473566,-0.04400831735913646
1,0,0,1,2,0.33333334,,pca,0.143748949224501,-0.3141045587431579
0,0,1,1,1,0.33333334,,pca,-0.3195968391211047,-0.04400826229270216
0,1,0,1,4,0.33333334,,pca,-0.24418193762759494,0.10031749010205149
1,1,1,0,7,1.0,,pca,0.21767416814310858,-0.11786999630846973
0,0,0,0,0,0.0,,pca,-0.21036904982638216,0.08853790848303056
0,0,0,0,0,0.0,,pca,-0.27166716444246763,-0.026145431709183264
1,0,1,0,3,0.6666667,,pca,0.45250030284386733,0.10461815738256042
1,1,0,0,6,0.6666667,,pca,0.40103541425269473,0.0807319704120606
1,0,0,1,2,0.33333334,,pca,0.08165713362429283,-0.35723387925838
1,0,1,0,3,0.6666667,,pca,0.4525002276645157,0.10461814402281
0,0,0,0,0,0.0,,pca,-0.3118750325273074,-0.07736903854534516
1,0,0,1,2,0.33333334,,pca,0.14374894485545353,-0.3141045006118003
1,0,0,1,2,0.33333334,,pca,0.10994008199284255,-0.34836479020806743
1,1,1,0,7,1.0,,pca,0.21767416814310858,-0.11786999630846973
0,1,0,1,4,0.33333334,,pca,-0.40029284800932896,-0.0858498203173762
0,0,1,1,1,0.33333334,,pca,-0.31959684143177863,-0.04400828265603085
1,0,0,1,2,0.33333334,,pca,0.1099400916730553,-0.34836475245105025
0,0,0,0,0,0.0,,pca,-0.1978871641530885,0.09057334022093155
0,1,0,1,4,0.33333334,,pca,-0.34049757434927724,-0.028988457849202898
0,0,1,1,1,0.33333334,,pca,-0.1919182861677975,0.1646525340550974
0,1,1,1,5,0.6666667,,pca,-0.09181981951468621,0.39116735399466174
0,0,0,0,0,0.0,,pca,-0.10495980017221462,0.18281358931548342
0,0,0,0,0,0.0,,pca,-0.2857750398958554,-0.02223515925426156
1,0,0,1,2,0.33333334,,pca,0.08756263922017948,-0.35233567657397935
1,0,1,0,3,0.6666667,,pca,0.4525004988802358,0.10461819484242552
0,0,0,0,0,0.0,,pca,-0.2178616503541656,0.07385032723133766
1,0,0,1,2,0.33333334,,pca,0.1099401082215763,-0.34836480941859316
0,1,0,1,4,0.33333334,,pca,-0.34049753654852116,-0.028988388214435168
0,0,0,0,0,0.0,,pca,-0.16156815399632263,0.12397849023565777
1,0,1,0,3,0.6666667,,pca,0.284329009839945,-0.07714320877713704
0,1,1,1,5,0.6666667,,pca,-0.0918197199541455,0.39116740891490476
1,0,0,1,2,0.33333334,,pca,0.12672533738451963,-0.3470927329443346
1,0,0,1,2,0.33333334,,pca,0.10994015492386833,-0.3483647572331352
0,0,0,0,0,0.0,,pca,-0.3270396189097229,-0.12982498795142233
1,1,0,0,6,0.6666667,,pca,0.4010353703382571,0.08073194318210719
1,1,1,0,7,1.0,,pca,0.3082151901051594,-0.048173466774074525
1,1,0,0,6,0.6666667,,pca,0.4010353291565062,0.08073200323568497
0,0,1,1,1,0.33333334,,pca,-0.3195968085761539,-0.04400830567593528
0,0,1,1,1,0.33333334,,pca,-0.31959683475542355,-0.044008266027676046
0,1,1,1,5,0.6666667,,pca,-0.2306684659708902,0.2140346064509553
0,1,0,1,4,0.33333334,,pca,-0.40029287720498,-0.08584975544716178
1,0,1,0,3,0.6666667,,pca,0.4525003434908227,0.10461815859079093
1,0,0,1,2,0.33333334,,pca,0.08165717433032038,-0.3572339372271697
0,1,1,1,5,0.6666667,,pca,-0.09181977524150742,0.39116737788880585
0,1,1,1,5,0.6666667,,pca,-0.09077654560664372,0.4022043673621829
1,0,0,1,2,0.33333334,,pca,0.26761046222143225,-0.2003613444487986
1,1,1,0,7,1.0,,pca,0.26497973751412274,-0.0736894566463468
1,0,0,1,2,0.33333334,,pca,0.28037558789230455,-0.1796238405504218
0,0,0,0,0,0.0,,pca,-0.21036907716708408,0.08853787654454637
1,0,0,1,2,0.33333334,,pca,0.10994020376471547,-0.348364787795152
0,0,0,0,0,0.0,,pca,-0.35671102787980624,-0.16897721156791717
0,1,0,1,4,0.33333334,,pca,-0.24418200693881098,0.10031748295239606
1,0,0,1,2,0.33333334,,pca,0.10994016300013554,-0.348364783017879
1,1,0,0,6,0.6666667,,pca,0.40103547121929706,0.08073198087399824
0,0,1,1,1,0.33333334,,pca,-0.16175535105938177,0.18702938224843124
0,1,0,1,4,0.33333334,,pca,-0.28576730640509607,0.056527474642867226
1,1,0,0,6,0.6666667,,pca,0.4010353824915861,0.08073202393064627
0,1,1,1,5,0.6666667,,pca,-0.09077652962967386,0.4022044357463058
1,1,0,0,6,0.6666667,,pca,0.4744674630357283,0.13911231355644038
0,0,1,1,1,0.33333334,,pca,-0.19191840172916963,0.16465246997786642
0,1,1,1,5,0.6666667,,pca,-0.09181971379366682,0.39116730952802714
0,0,0,0,0,0.0,,pca,-0.27166719273522666,-0.02614540085929362
1,1,1,0,7,1.0,,pca,0.3348185473153641,0.06138324071434076
0,0,1,1,1,0.33333334,,pca,-0.3195967921349721,-0.044008303294509
0,1,1,1,5,0.6666667,,pca,-0.09181978269349467,0.39116731723265485
0,0,0,0,0,0.0,,pca,-0.3242386690884948,-0.08937549508337589
0,0,0,0,0,0.0,,pca,-0.2178617799449094,0.07385033448927147
0,1,1,1,5,0.6666667,,pca,-0.09181975363250727,0.3911673656982674
0,0,0,0,0,0.0,,pca,-0.23755856202791753,0.006532831660709282
0,0,0,0,0,0.0,,pca,-0.18864030483777616,0.0585011813384293
0,1,0,1,4,0.33333334,,pca,-0.40029288862922424,-0.08584977486298057
0,1,1,1,5,0.6666667,,pca,-0.2306685560704651,0.2140345529333304
0,1,0,1,4,0.33333334,,pca,-0.34049754930995024,-0.02898842372099275
1,0,0,1,2,0.33333334,,pca,0.14374897244513074,-0.3141045881520041
1,1,0,0,6,0.6666667,,pca,0.40103556452842726,0.08073210071216408
0,1,0,1,4,0.33333334,,pca,-0.4002928120845033,-0.08584971790240642
0,1,1,1,5,0.6666667,,pca,-0.2306685926319212,0.2140345585244552
1,1,1,0,7,1.0,,pca,0.3082151861933592,-0.048173446949614895
0,1,1,1,5,0.6666667,,pca,-0.23066849450287574,0.21403447152457955
0,0,0,0,0,0.0,,pca,-0.305126040325132,-0.07374160973308824
1,1,0,0,6,0.6666667,,pca,0.22475832848521204,-0.11589740871200155
0,1,1,1,5,0.6666667,,pca,-0.09181981196455424,0.3911673869829171
0,0,0,0,0,0.0,,pca,-0.21786171975322555,0.07385030291080452
1,1,0,0,6,0.6666667,,pca,0.40103537945947687,0.08073192643039517
0,1,0,1,4,0.33333334,,pca,-0.40029290563172537,-0.08584976059619087
0,0,0,0,0,0.0,,pca,-0.217861781201087,0.07385027882809825
0,0,1,1,1,0.33333334,,pca,-0.2910869402647994,-0.022915682858591246
0,0,1,1,1,0.33333334,,pca,-0.31959684785957476,-0.04400829849205157
0,0,0,0,0,0.0,,pca,-0.21036910860766855,0.08853785727793773
0,1,1,1,5,0.6666667,,pca,-0.07290596994889587,0.42519948475266456
1,0,0,1,2,0.33333334,,pca,0.10994008796889754,-0.34836475844803505
1,1,0,0,6,0.6666667,,pca,0.4010354123759877,0.08073197453771808
0,0,1,1,1,0.33333334,,pca,-0.2910869283677237,-0.022915699232497255
0,1,0,1,4,0.33333334,,pca,-0.4002928603831999,-0.0858497295407466
0,0,1,1,1,0.33333334,,pca,-0.2109446471314761,0.12620271474906775
1,1,0,0,6,0.6666667,,pca,0.24419690604319577,-0.09341154251787298
0,1,0,1,4,0.33333334,,pca,-0.40029289543026547,-0.08584975795701894
1,0,1,0,3,0.6666667,,pca,0.45250035712074566,0.1046181481403472
0,1,0,1,4,0.33333334,,pca,-0.2749026886403003,0.07163847876525031
1,1,0,0,6,0.6666667,,pca,0.4744675732002187,0.13911253565014325
0,1,1,1,5,0.6666667,,pca,-0.20782832755662162,0.19261926872747337
1,1,1,0,7,1.0,,pca,0.3082152577818428,-0.04817341940907205
0,1,0,1,4,0.33333334,,pca,-0.4002928870777823,-0.08584975104895787
0,0,1,1,1,0.33333334,,pca,-0.29108692990362395,-0.022915708983476724
0,0,0,0,0,0.0,,pca,-0.1415697463668828,0.1486697089818695
1,0,1,0,3,0.6666667,,pca,0.48322516953183603,0.1350947767834617
0,0,1,1,1,0.33333334,,pca,-0.35866679025096126,-0.08879865270148729
1,0,1,0,3,0.6666667,,pca,0.44410987858390916,0.1018529463875022
0,1,0,1,4,0.33333334,,pca,-0.3852061334589814,-0.07187049330810236
0,0,1,1,1,0.33333334,,pca,-0.19122662085410946,0.1744879922189443
1,0,0,1,2,0.33333334,,pca,0.2676106345735314,-0.20036127218494032
1,1,1,0,7,1.0,,pca,0.308215229548629,-0.0481733077386004
1,1,1,0,7,1.0,,pca,0.3082151747941754,-0.04817348928014631
0,1,0,1,4,0.33333334,,pca,-0.40029287858693535,-0.08584976294521285
1,1,1,0,7,1.0,,pca,0.3082151714945841,-0.04817347991240184
1,1,0,0,6,0.6666667,,pca,0.24419685937803237,-0.09341153605188168
0,1,0,1,4,0.33333334,,pca,-0.30344014710095224,0.057801503130366694
0,0,1,1,1,0.33333334,,pca,-0.295720758008471,-0.01104594890167565
1,0,1,0,3,0.6666667,,pca,0.4525002897342735,0.10461806700050102
0,1,1,1,5,0.6666667,,pca,-0.09181988043336609,0.3911673449559353
0,1,0,1,4,0.33333334,,pca,-0.4002928836720995,-0.08584976134382971
0,0,0,0,0,0.0,,pca,-0.21786172176313068,0.07385024207331359
0,0,1,1,1,0.33333334,,pca,-0.1662405575166861,0.226516944396424
1,1,1,0,7,1.0,,pca,0.2180887861895887,-0.12454672567998332
0,0,0,0,0,0.0,,pca,-0.10495978912211446,0.18281365793968662
0,0,1,1,1,0.33333334,,pca,-0.19122665883058487,0.17448789749044813
1,1,1,0,7,1.0,,pca,0.5362667062877401,0.2865561460976168
0,1,0,1,4,0.33333334,,pca,-0.25715460192544265,0.10117419769790681
0,0,0,0,0,0.0,,pca,-0.28597796772136125,-0.06660735665956846
1,1,0,0,6,0.6666667,,pca,0.4744675661599361,0.13911251291825144
0,0,1,1,1,0.33333334,,pca,-0.16101295091405987,0.19688753356823208
0,0,0,0,0,0.0,,pca,-0.364218703230693,-0.16784590026832819
1,1,1,0,7,1.0,,pca,0.3006226185614026,0.02471265143649526
0,0,0,0,0,0.0,,pca,-0.21786174564613203,0.07385028364621116
0,0,1,1,1,0.33333334,,pca,-0.3195968878531575,-0.044008332188585686
1,0,0,1,2,0.33333334,,pca,0.08756251433751672,-0.35233579517225516
