cluster_method,feature_radius,transition_radius,num_symbols,symbol_entropy_bits,symbol_entropy_normalized,prediction_accuracy,baseline_accuracy,transition_determinism,transition_entropy_bits,transition_entropy_normalized,novel_context_frac,num_contexts_train,target_entropy_bits,target_entropy_normalized,is_minimal_useful
kmeans,2,1,16,3.785539310761216,0.946384827690304,0.9958945826480263,0.17574912623355263,0.9958769145764803,0.030669972267775732,0.007667493066943933,1.9274259868473642e-05,106,3.7815361346404646,0.9453840336601161,False
gmm,3,2,2,0.978380816984245,0.978380816984245,0.9957853618421053,0.5845240542763158,0.9954143323396382,0.03202963287909498,0.03202963287909498,0.0,13,0.9789708092587467,0.9789708092587467,False
gmm,1,1,8,2.8986276273691383,0.9662092091230461,0.9957339638157895,0.19894891036184212,0.9954817922491777,0.024728157054876656,0.00824271901829222,0.0,44,2.897609498584681,0.9658698328615604,False
gmm,3,3,2,0.978380816984245,0.978380816984245,0.9957275390625,0.5868690892269737,0.9960343210320723,0.02793182446914373,0.02793182446914373,0.0,34,0.9789708092587467,0.9789708092587467,False
gmm,2,1,16,3.780362090302912,0.945090522575728,0.9955669202302632,0.17245322779605263,0.9955123098273027,0.02531115159229428,0.00632778789807357,0.0,94,3.7762098435008813,0.9440524608752203,False
gmm,3,1,2,0.978380816984245,0.978380816984245,0.9954384251644737,0.584826017680921,0.995501066509046,0.03270039772472772,0.03270039772472772,0.0,5,0.9789708092587467,0.9789708092587467,False
kmeans,2,1,8,2.8776908575054074,0.9592302858351358,0.9954255756578947,0.23755525287828946,0.9952167711759868,0.03739421981236612,0.012464739937455373,0.0,73,2.8748977872872494,0.9582992624290831,False
kmeans,3,1,4,1.9447286382245972,0.9723643191122986,0.9954191509046053,0.34477796052631576,0.9953597219366777,0.03729074158722619,0.018645370793613093,0.0,48,1.944893036302413,0.9724465181512065,False
gmm,1,1,2,0.994368067554267,0.994368067554267,0.9953035053453947,0.5450375205592105,0.9954287880345395,0.02531843032538918,0.02531843032538918,0.0,8,0.9942553499844393,0.9942553499844393,False
gmm,2,1,2,0.9943215214179282,0.9943215214179282,0.9952842310855263,0.5452045641447368,0.995440031352796,0.02510903474893346,0.02510903474893346,0.0,8,0.99420917511853,0.99420917511853,False
gmm,3,2,4,1.9870272091249261,0.9935136045624631,0.9949694181743421,0.2940481085526316,0.994415283203125,0.03409471318578272,0.01704735659289136,6.424753289491214e-06,82,1.9874938269623734,0.9937469134811867,False
