time_idx,center_cell,left_neighbor,right_neighbor,next_cell,neighborhood_class,local_density,local_current,method,x,y
17,0,0,0,0,0,0.0,0.0,pca,-0.3496919334224319,0.26037886203372707
17,1,0,0,0,2,0.33333334,1.0,pca,-0.09012693811847965,-0.20368624156372914
17,0,1,1,1,5,0.6666667,0.0,pca,0.39925447812049203,-0.05021862774036304
17,0,1,0,1,4,0.33333334,0.0,pca,-0.038569392199234526,0.14846035601126018
17,1,0,0,0,2,0.33333334,1.0,pca,-0.25212354090182937,-0.28676478301200514
18,1,0,0,0,2,0.33333334,1.0,pca,-0.2305885118846197,-0.15359755006736522
18,0,0,0,0,0,0.0,0.0,pca,-0.052499444244643506,0.3029125932067662
18,0,0,1,0,1,0.33333334,0.0,pca,0.0726114889650332,0.2239950839809356
18,1,0,0,0,2,0.33333334,1.0,pca,-0.0766740497413041,-0.2097543851770893
18,0,1,1,1,5,0.6666667,0.0,pca,0.44970499285562276,-0.05670266403219967
19,0,1,1,1,5,0.6666667,0.0,pca,0.3992544332776305,-0.05021867237093777
19,0,1,0,1,4,0.33333334,0.0,pca,-0.15871864056558438,0.09601795265573816
19,0,1,1,1,5,0.6666667,0.0,pca,0.3992544859647507,-0.05021861694024202
19,1,0,0,0,2,0.33333334,1.0,pca,-0.07032495956656915,-0.2331172001482232
19,1,0,0,0,2,0.33333334,1.0,pca,-0.07032496109287698,-0.23311719709230314
19,1,0,0,0,2,0.33333334,1.0,pca,-0.07032495781928497,-0.23311720004291878
19,1,0,0,0,2,0.33333334,1.0,pca,-0.17662199545988522,-0.15590969838588029
20,1,0,0,0,2,0.33333334,1.0,pca,-0.17229726280496716,-0.1779442527689957
20,0,1,1,1,5,0.6666667,0.0,pca,0.34251557088338946,0.01061594240129482
20,1,0,0,0,2,0.33333334,1.0,pca,-0.2121879717750073,-0.15326826392788837
20,0,1,0,1,4,0.33333334,0.0,pca,-0.038569335185370784,0.14846037255401315
20,1,0,0,0,2,0.33333334,1.0,pca,-0.0703249653763941,-0.23311717776244387
21,0,1,1,1,5,0.6666667,0.0,pca,0.44970497998085684,-0.056702668589391186
21,0,0,1,0,1,0.33333334,0.0,pca,0.18078809251234912,0.17691787646680757
21,0,0,0,0,0,0.0,0.0,pca,-0.05249947410384104,0.3029125461288995
21,1,0,0,0,2,0.33333334,1.0,pca,-0.09012696806136444,-0.20368632408638496
22,1,0,0,0,2,0.33333334,1.0,pca,-0.2521235245332374,-0.28676475451188965
22,0,1,1,1,5,0.6666667,0.0,pca,0.39925443720705195,-0.05021860713081186
22,1,0,0,0,2,0.33333334,1.0,pca,-0.07032495781928497,-0.23311720004291878
22,0,0,0,0,0,0.0,0.0,pca,-0.20952663036691876,0.3179264683298469
22,1,0,0,0,2,0.33333334,1.0,pca,-0.07667401419858733,-0.20975444700074705
22,0,0,1,0,1,0.33333334,0.0,pca,0.20926735603190305,0.20503721705691577
23,0,1,1,1,5,0.6666667,0.0,pca,0.4497049214689374,-0.056702653914631446
